ID,Pred
2019_1101_1113,0.17429185917809883 	 Abilene Chr-Arizona St
2019_1209_1429,0.10268230898186442 	 Georgia St-Utah St
2019_1209_1433,0.11543110014216144 	 Georgia St-VA Commonwealth
2019_1209_1436,0.3060875385083621 	 Georgia St-Vermont
2019_1209_1437,0.14997381077400396 	 Georgia St-Villanova
2019_1209_1438,0.026964079704827188 	 Georgia St-Virginia
2019_1209_1439,0.07424148907585743 	 Georgia St-Virginia Tech
2019_1209_1449,0.20096075200896052 	 Georgia St-Washington
2019_1209_1458,0.10416531407238074 	 Georgia St-Wisconsin
2019_1209_1459,0.13561054150717913 	 Georgia St-Wofford
2019_1209_1463,0.3547040745162689 	 Georgia St-Yale
2019_1211_1222,0.868822143058636 	 Gonzaga-Houston
2019_1211_1233,0.9966209309972967 	 Gonzaga-Iona
2019_1211_1234,0.9770767466450799 	 Gonzaga-Iowa
2019_1211_1235,0.9240095956000138 	 Gonzaga-Iowa St
2019_1211_1242,0.9014866359543905 	 Gonzaga-Kansas
2019_1211_1243,0.9615972536314074 	 Gonzaga-Kansas St
2019_1211_1246,0.8548488937053645 	 Gonzaga-Kentucky
2019_1211_1251,0.9890227412942879 	 Gonzaga-Liberty
2019_1211_1257,0.9141754160460559 	 Gonzaga-Louisville
2019_1211_1261,0.9310627068655263 	 Gonzaga-LSU
2019_1211_1266,0.9363558220667861 	 Gonzaga-Marquette
2019_1211_1268,0.9479599213532589 	 Gonzaga-Maryland
2019_1211_1276,0.8577018351365582 	 Gonzaga-Michigan
2019_1211_1277,0.8115114752222594 	 Gonzaga-Michigan St
2019_1211_1278,0.9821473990319778 	 Gonzaga-Minnesota
2019_1211_1279,0.9751782844336763 	 Gonzaga-Mississippi
2019_1211_1280,0.923488679796664 	 Gonzaga-Mississippi St
2019_1211_1285,0.9875959252481177 	 Gonzaga-Montana
2019_1211_1293,0.9695256553018629 	 Gonzaga-Murray St
2019_1211_1295,0.9951482912554217 	 Gonzaga-N Dakota St
2019_1211_1297,0.9890768914937399 	 Gonzaga-N Kentucky
2019_1211_1300,0.9988181607967771 	 Gonzaga-NC Central
2019_1211_1305,0.9160142257268074 	 Gonzaga-Nevada
2019_1211_1308,0.9725554311538385 	 Gonzaga-New Mexico St
2019_1211_1314,0.6773150292725572 	 Gonzaga-North Carolina
2019_1211_1318,0.9787425537473152 	 Gonzaga-Northeastern
2019_1211_1326,0.9718773012435002 	 Gonzaga-Ohio St
2019_1211_1328,0.9730295941707416 	 Gonzaga-Oklahoma
2019_1211_1330,0.9903484838437544 	 Gonzaga-Old Dominion
2019_1211_1332,0.9503233837070397 	 Gonzaga-Oregon
2019_1211_1341,0.9978721594489883 	 Gonzaga-Prairie View
2019_1211_1345,0.911729137349632 	 Gonzaga-Purdue
2019_1211_1371,0.9771806643150244 	 Gonzaga-Seton Hall
2019_1211_1385,0.9836447499277986 	 Gonzaga-St John's
2019_1211_1387,0.9873507597645576 	 Gonzaga-St Louis
2019_1211_1388,0.9095020245910587 	 Gonzaga-St Mary's CA
2019_1211_1393,0.9514864642013295 	 Gonzaga-Syracuse
2019_1211_1396,0.9816833694281943 	 Gonzaga-Temple
2019_1211_1397,0.8899670740641342 	 Gonzaga-Tennessee
2019_1211_1403,0.8901131694911334 	 Gonzaga-Texas Tech
2019_1211_1414,0.9887137472941336 	 Gonzaga-UC Irvine
2019_1211_1416,0.9513015363391245 	 Gonzaga-UCF
2019_1211_1429,0.9255155802534426 	 Gonzaga-Utah St
2019_1211_1433,0.9340790349684511 	 Gonzaga-VA Commonwealth
2019_1211_1436,0.9795489190343116 	 Gonzaga-Vermont
2019_1211_1437,0.9503921048953181 	 Gonzaga-Villanova
2019_1211_1438,0.7505627206389622 	 Gonzaga-Virginia
2019_1211_1439,0.8969920522058988 	 Gonzaga-Virginia Tech
2019_1211_1449,0.9646760342830389 	 Gonzaga-Washington
2019_1211_1458,0.9266106354323453 	 Gonzaga-Wisconsin
2019_1211_1459,0.9445535558477994 	 Gonzaga-Wofford
2019_1211_1463,0.9835218721320688 	 Gonzaga-Yale
2019_1222_1233,0.9774600497529685 	 Houston-Iona
2019_1222_1234,0.8623932314248922 	 Houston-Iowa
2019_1222_1235,0.6413005200728372 	 Houston-Iowa St
2019_1222_1242,0.5736480470936764 	 Houston-Kansas
2019_1222_1243,0.7864006936332878 	 Houston-Kansas St
2019_1222_1246,0.4640738355170257 	 Houston-Kentucky
2019_1222_1251,0.9298109809134413 	 Houston-Liberty
2019_1222_1257,0.6103098500454507 	 Houston-Louisville
2019_1222_1261,0.6650825742329294 	 Houston-LSU
2019_1222_1266,0.6838637835838512 	 Houston-Marquette
2019_1222_1268,0.7281379829316755 	 Houston-Maryland
2019_1222_1276,0.4698440890323924 	 Houston-Michigan
2019_1222_1277,0.3876406006859208 	 Houston-Michigan St
2019_1222_1278,0.8899754199306165 	 Houston-Minnesota
2019_1222_1279,0.8524313608220454 	 Houston-Mississippi
2019_1222_1280,0.6395975197935652 	 Houston-Mississippi St
2019_1222_1285,0.9213002830391095 	 Houston-Montana
2019_1222_1293,0.8238742419456404 	 Houston-Murray St
2019_1222_1295,0.9679057758175517 	 Houston-N Dakota St
2019_1222_1297,0.9301365866190267 	 Houston-N Kentucky
2019_1222_1300,0.9920167843227758 	 Houston-NC Central
2019_1222_1305,0.6159238095762263 	 Houston-Nevada
2019_1222_1308,0.8389797775548063 	 Houston-New Mexico St
2019_1222_1314,0.23583665050488342 	 Houston-North Carolina
2019_1222_1318,0.8712951802247036 	 Houston-Northeastern
2019_1222_1326,0.835559174468609 	 Houston-Ohio St
2019_1222_1328,0.8413853619069355 	 Houston-Oklahoma
2019_1222_1330,0.937838372070565 	 Houston-Old Dominion
2019_1222_1332,0.7377227383163314 	 Houston-Oregon
2019_1222_1341,0.9857045504554708 	 Houston-Prairie View
2019_1222_1345,0.6029640477052524 	 Houston-Purdue
2019_1222_1371,0.8629441161740622 	 Houston-Seton Hall
2019_1222_1385,0.8984038195692565 	 Houston-St John's
2019_1222_1387,0.9198511301607409 	 Houston-St Louis
2019_1222_1388,0.5963952606522117 	 Houston-St Mary's CA
2019_1222_1393,0.7425147834213927 	 Houston-Syracuse
2019_1222_1396,0.8873903210260894 	 Houston-Temple
2019_1222_1397,0.543217558254203 	 Houston-Tennessee
2019_1222_1403,0.543587938612443 	 Houston-Texas Tech
2019_1222_1414,0.9279566704650122 	 Houston-UC Irvine
2019_1222_1416,0.7417494850741101 	 Houston-UCF
2019_1222_1429,0.6462643743014098 	 Houston-Utah St
2019_1222_1433,0.6756829542972856 	 Houston-VA Commonwealth
2019_1222_1436,0.8756595819564005 	 Houston-Vermont
2019_1222_1437,0.7380044828344596 	 Houston-Villanova
2019_1222_1438,0.30672260706433835 	 Houston-Virginia
2019_1222_1439,0.5614721159864555 	 Houston-Virginia Tech
2019_1222_1449,0.8006127631298212 	 Houston-Washington
2019_1222_1458,0.6499119693743821 	 Houston-Wisconsin
2019_1222_1459,0.7146737054541961 	 Houston-Wofford
2019_1222_1463,0.8977071220692341 	 Houston-Yale
2019_1233_1234,0.12440811840844018 	 Iona-Iowa
2019_1233_1235,0.03895438043704102 	 Iona-Iowa St
2019_1233_1242,0.02960117679021245 	 Iona-Kansas
2019_1233_1243,0.07703870789992921 	 Iona-Kansas St
2019_1233_1246,0.019253963217942708 	 Iona-Kentucky
2019_1233_1251,0.23096781523871288 	 Iona-Liberty
2019_1233_1257,0.03428936310401972 	 Iona-Louisville
2019_1233_1261,0.04308182389358339 	 Iona-LSU
2019_1233_1266,0.046750205732545035 	 Iona-Marquette
2019_1233_1268,0.05724598033990476 	 Iona-Maryland
2019_1233_1276,0.019696638051433672 	 Iona-Michigan
2019_1233_1277,0.014148674225462043 	 Iona-Michigan St
2019_1233_1278,0.15496826303084363 	 Iona-Minnesota
2019_1233_1279,0.11579734780314187 	 Iona-Mississippi
2019_1233_1280,0.03867845589351186 	 Iona-Mississippi St
2019_1233_1285,0.20973932192355416 	 Iona-Montana
2019_1233_1293,0.09588350379072952 	 Iona-Murray St
2019_1233_1295,0.40608222247634873 	 Iona-N Dakota St
2019_1233_1297,0.2318571003511988 	 Iona-N Kentucky
2019_1233_1300,0.7380300689268078 	 Iona-NC Central
2019_1233_1305,0.03508177582794866 	 Iona-Nevada
2019_1233_1308,0.10564794036753505 	 Iona-New Mexico St
2019_1233_1314,0.006948297526898109 	 Iona-North Carolina
2019_1233_1318,0.13305826710924581 	 Iona-Northeastern
2019_1233_1326,0.1032991180016055 	 Iona-Ohio St
2019_1233_1328,0.10735271414375627 	 Iona-Oklahoma
2019_1233_1330,0.2548701755294634 	 Iona-Old Dominion
2019_1233_1332,0.05994685301548867 	 Iona-Oregon
2019_1233_1341,0.6098713555317566 	 Iona-Prairie View
2019_1233_1345,0.03328447631789698 	 Iona-Purdue
2019_1233_1371,0.12491552537553859 	 Iona-Seton Hall
2019_1233_1385,0.16700134274172015 	 Iona-St John's
2019_1233_1387,0.20647301375666613 	 Iona-St Louis
2019_1233_1388,0.03241517911308784 	 Iona-St Mary's CA
2019_1233_1393,0.06136636130139789 	 Iona-Syracuse
2019_1233_1396,0.15157686550835892 	 Iona-Temple
2019_1233_1397,0.026253767826402468 	 Iona-Tennessee
2019_1233_1403,0.026291956751396683 	 Iona-Texas Tech
2019_1233_1414,0.22601929215252312 	 Iona-UC Irvine
2019_1233_1416,0.06113641981222645 	 Iona-UCF
2019_1233_1429,0.03977286200447151 	 Iona-Utah St
2019_1233_1433,0.04510356919980577 	 Iona-VA Commonwealth
2019_1233_1436,0.1376805564384681 	 Iona-Vermont
2019_1233_1437,0.06002899199304197 	 Iona-Villanova
2019_1233_1438,0.009930834317565881 	 Iona-Virginia
2019_1233_1439,0.02820884940260778 	 Iona-Virginia Tech
2019_1233_1449,0.08343880460745913 	 Iona-Washington
2019_1233_1458,0.04038818277155502 	 Iona-Wisconsin
2019_1233_1459,0.053735349334868086 	 Iona-Wofford
2019_1233_1463,0.1659453967358036 	 Iona-Yale
2019_1234_1235,0.21907160016346244 	 Iowa-Iowa St
2019_1234_1242,0.17431530353392033 	 Iowa-Kansas
2019_1234_1243,0.3661582961726271 	 Iowa-Kansas St
2019_1234_1246,0.11961818414671342 	 Iowa-Kentucky
2019_1234_1251,0.6751763180921462 	 Iowa-Liberty
2019_1234_1257,0.19726395406169087 	 Iowa-Louisville
2019_1234_1261,0.23756592184232328 	 Iowa-LSU
2019_1234_1266,0.2534090379171642 	 Iowa-Marquette
2019_1234_1268,0.2958993039613343 	 Iowa-Maryland
2019_1234_1276,0.12208113524675389 	 Iowa-Michigan
2019_1234_1277,0.09035247055569796 	 Iowa-Michigan St
2019_1234_1278,0.559317334007403 	 Iowa-Minnesota
2019_1234_1279,0.4754450639953423 	 Iowa-Mississippi
2019_1234_1280,0.21780900463032454 	 Iowa-Mississippi St
2019_1234_1285,0.647495480814359 	 Iowa-Montana
2019_1234_1293,0.4232908664553173 	 Iowa-Murray St
2019_1234_1295,0.8255426413964039 	 Iowa-N Dakota St
2019_1234_1297,0.6762719007102905 	 Iowa-N Kentucky
2019_1234_1300,0.9512142301545494 	 Iowa-NC Central
2019_1234_1305,0.20103858982654652 	 Iowa-Nevada
2019_1234_1308,0.4498092451195552 	 Iowa-New Mexico St
2019_1234_1314,0.04618827763787437 	 Iowa-North Carolina
2019_1234_1318,0.5150857102010901 	 Iowa-Northeastern
2019_1234_1326,0.4436040725802516 	 Iowa-Ohio St
2019_1234_1328,0.4542468685538701 	 Iowa-Oklahoma
2019_1234_1330,0.7030244033471781 	 Iowa-Old Dominion
2019_1234_1332,0.3062027669064984 	 Iowa-Oregon
2019_1234_1341,0.915391514804333 	 Iowa-Prairie View
2019_1234_1345,0.1924346512900501 	 Iowa-Purdue
2019_1234_1371,0.4969658090213606 	 Iowa-Seton Hall
2019_1234_1385,0.5811547668814873 	 Iowa-St John's
2019_1234_1387,0.6429584566845026 	 Iowa-St Louis
2019_1234_1388,0.18821807304695493 	 Iowa-St Mary's CA
2019_1234_1393,0.31152109562182084 	 Iowa-Syracuse
2019_1234_1396,0.552866453996821 	 Iowa-Temple
2019_1234_1397,0.1572550418965281 	 Iowa-Tennessee
2019_1234_1403,0.15745297378317305 	 Iowa-Texas Tech
2019_1234_1414,0.6689897087060123 	 Iowa-UC Irvine
2019_1234_1416,0.3106640521267866 	 Iowa-UCF
2019_1234_1429,0.22279722439437932 	 Iowa-Utah St
2019_1234_1433,0.24636468196105693 	 Iowa-VA Commonwealth
2019_1234_1436,0.5249433287245575 	 Iowa-Vermont
2019_1234_1437,0.3065123065755861 	 Iowa-Villanova
2019_1234_1438,0.06491343400473086 	 Iowa-Virginia
2019_1234_1439,0.16728961411629242 	 Iowa-Virginia Tech
2019_1234_1449,0.386518695458985 	 Iowa-Washington
2019_1234_1458,0.22557889753274216 	 Iowa-Wisconsin
2019_1234_1459,0.28213305982322145 	 Iowa-Wofford
2019_1234_1463,0.5793012768120073 	 Iowa-Yale
2019_1235_1242,0.42428633212167194 	 Iowa St-Kansas
2019_1235_1243,0.6685007193896016 	 Iowa St-Kansas St
2019_1235_1246,0.3217141280691207 	 Iowa St-Kentucky
2019_1235_1251,0.8788768177215636 	 Iowa St-Liberty
2019_1235_1257,0.46174045674744896 	 Iowa St-Louisville
2019_1235_1261,0.5210062367761512 	 Iowa St-LSU
2019_1235_1266,0.542306801336554 	 Iowa St-Marquette
2019_1235_1268,0.5946550753843535 	 Iowa St-Maryland
2019_1235_1276,0.326793646519133 	 Iowa St-Michigan
2019_1235_1277,0.25746360835504073 	 Iowa St-Michigan St
2019_1235_1278,0.8158586263512567 	 Iowa St-Minnesota
2019_1235_1279,0.759848028794005 	 Iowa St-Mississippi
2019_1235_1280,0.49291670833363527 	 Iowa St-Mississippi St
2019_1235_1285,0.8650862708666702 	 Iowa St-Montana
2019_1235_1293,0.7192747272481901 	 Iowa St-Murray St
2019_1235_1295,0.9429188295131036 	 Iowa St-N Dakota St
2019_1235_1297,0.8794080614558356 	 Iowa St-N Kentucky
2019_1235_1300,0.9855206412628725 	 Iowa St-NC Central
2019_1235_1305,0.46762773903155563 	 Iowa St-Nevada
2019_1235_1308,0.7405259314446483 	 Iowa St-New Mexico St
2019_1235_1314,0.14460036612818217 	 Iowa St-North Carolina
2019_1235_1318,0.7875978986328239 	 Iowa St-Northeastern
2019_1235_1326,0.7356727816214609 	 Iowa St-Ohio St
2019_1235_1328,0.7439534906340054 	 Iowa St-Oklahoma
2019_1235_1330,0.8920531721708904 	 Iowa St-Old Dominion
2019_1235_1332,0.6064020141209903 	 Iowa St-Oregon
2019_1235_1341,0.9742055416661252 	 Iowa St-Prairie View
2019_1235_1345,0.4540990948784792 	 Iowa St-Purdue
2019_1235_1371,0.7752171610342783 	 Iowa St-Seton Hall
2019_1235_1385,0.8288729972802977 	 Iowa St-St John's
2019_1235_1387,0.8627562075291131 	 Iowa St-St Louis
2019_1235_1388,0.4473248943671206 	 Iowa St-St Mary's CA
2019_1235_1393,0.612332569681454 	 Iowa St-Syracuse
2019_1235_1396,0.8119001617736513 	 Iowa St-Temple
2019_1235_1397,0.3944487263566807 	 Iowa St-Tennessee
2019_1235_1403,0.3948053438788884 	 Iowa St-Texas Tech
2019_1235_1414,0.8758565473119594 	 Iowa St-UC Irvine
2019_1235_1416,0.6113828535979513 	 Iowa St-UCF
2019_1235_1429,0.5001765240317061 	 Iowa St-Utah St
2019_1235_1433,0.532964521444704 	 Iowa St-VA Commonwealth
2019_1235_1436,0.7941298802011747 	 Iowa St-Vermont
2019_1235_1437,0.6067496288908266 	 Iowa St-Villanova
2019_1235_1438,0.1950633538713851 	 Iowa St-Virginia
2019_1235_1439,0.4122155167260124 	 Iowa St-Virginia Tech
2019_1235_1449,0.6874395015819508 	 Iowa St-Washington
2019_1235_1458,0.5041747842472258 	 Iowa St-Wisconsin
2019_1235_1459,0.5784076161088803 	 Iowa St-Wofford
2019_1235_1463,0.8277908873419899 	 Iowa St-Yale
2019_1242_1243,0.7281433454785337 	 Kansas-Kansas St
2019_1242_1246,0.3864891125753575 	 Kansas-Kentucky
2019_1242_1251,0.9059917676160324 	 Kansas-Liberty
2019_1242_1257,0.5325721215741825 	 Kansas-Louisville
2019_1242_1261,0.5909479692161463 	 Kansas-LSU
2019_1242_1266,0.6114577594302261 	 Kansas-Marquette
2019_1242_1268,0.6608432629016295 	 Kansas-Maryland
2019_1242_1276,0.39200029561421645 	 Kansas-Michigan
2019_1242_1277,0.31531595374949295 	 Kansas-Michigan St
2019_1242_1278,0.8547494828249292 	 Kansas-Minnesota
2019_1242_1279,0.8077813193219546 	 Kansas-Mississippi
2019_1242_1280,0.5635238971799662 	 Kansas-Mississippi St
2019_1242_1285,0.8949192965191776 	 Kansas-Montana
2019_1242_1293,0.7728857503146567 	 Kansas-Murray St
2019_1242_1295,0.9564082554640504 	 Kansas-N Dakota St
2019_1242_1297,0.9064167490079255 	 Kansas-N Kentucky
2019_1242_1300,0.989059220349192 	 Kansas-NC Central
2019_1242_1305,0.5384590690842499 	 Kansas-Nevada
2019_1242_1308,0.791256350836651 	 Kansas-New Mexico St
2019_1242_1314,0.18335448645426405 	 Kansas-North Carolina
2019_1242_1318,0.8312227025124533 	 Kansas-Northeastern
2019_1242_1326,0.7870792325504871 	 Kansas-Ohio St
2019_1242_1328,0.7942000157981285 	 Kansas-Oklahoma
2019_1242_1330,0.9164986769265309 	 Kansas-Old Dominion
2019_1242_1332,0.6717309373937638 	 Kansas-Oregon
2019_1242_1341,0.9804545508269169 	 Kansas-Prairie View
2019_1242_1345,0.5249016695604598 	 Kansas-Purdue
2019_1242_1371,0.820806269495368 	 Kansas-Seton Hall
2019_1242_1385,0.8654684449400935 	 Kansas-St John's
2019_1242_1387,0.8930407682110835 	 Kansas-St Louis
2019_1242_1388,0.5180736280190229 	 Kansas-St Mary's CA
2019_1242_1393,0.6772011320639518 	 Kansas-Syracuse
2019_1242_1396,0.8514748525705905 	 Kansas-Temple
2019_1242_1397,0.46385344360575065 	 Kansas-Tennessee
2019_1242_1403,0.4642247056094725 	 Kansas-Texas Tech
2019_1242_1414,0.9035734412078172 	 Kansas-UC Irvine
2019_1242_1416,0.6763263305594532 	 Kansas-UCF
2019_1242_1429,0.5706533439050496 	 Kansas-Utah St
2019_1242_1433,0.6024923547704651 	 Kansas-VA Commonwealth
2019_1242_1436,0.8366912737306801 	 Kansas-Vermont
2019_1242_1437,0.6720520583917042 	 Kansas-Villanova
2019_1242_1438,0.24349218804502323 	 Kansas-Virginia
2019_1242_1439,0.48225673677876163 	 Kansas-Virginia Tech
2019_1242_1449,0.744974596893199 	 Kansas-Washington
2019_1242_1458,0.5745673573917129 	 Kansas-Wisconsin
2019_1242_1459,0.645667993093779 	 Kansas-Wofford
2019_1242_1463,0.8645799365849345 	 Kansas-Yale
2019_1243_1246,0.18523854654450084 	 Kansas St-Kentucky
2019_1243_1251,0.7766918861535693 	 Kansas St-Liberty
2019_1243_1257,0.2913816091716465 	 Kansas St-Louisville
2019_1243_1261,0.3427031740612025 	 Kansas St-LSU
2019_1243_1266,0.3622266973928801 	 Kansas St-Marquette
2019_1243_1268,0.41287271441872814 	 Kansas St-Maryland
2019_1243_1276,0.18876293162699465 	 Kansas St-Michigan
2019_1243_1277,0.1425171360612244 	 Kansas St-Michigan St
2019_1243_1278,0.6798737868389297 	 Kansas St-Minnesota
2019_1243_1279,0.6026456827417116 	 Kansas St-Mississippi
2019_1243_1280,0.3178477208248268 	 Kansas St-Mississippi St
2019_1243_1285,0.754516656271093 	 Kansas St-Montana
2019_1243_1293,0.55120025984712 	 Kansas St-Murray St
2019_1243_1295,0.8878694055521205 	 Kansas St-N Dakota St
2019_1243_1297,0.7775578770658039 	 Kansas St-N Kentucky
2019_1243_1300,0.9702608478960582 	 Kansas St-NC Central
2019_1243_1305,0.29629245003490023 	 Kansas St-Nevada
2019_1243_1308,0.5777048038279474 	 Kansas St-New Mexico St
2019_1243_1314,0.07495597587660541 	 Kansas St-North Carolina
2019_1243_1318,0.6399532044133796 	 Kansas St-Northeastern
2019_1243_1326,0.5715681837621749 	 Kansas St-Ohio St
2019_1243_1328,0.5820693195820621 	 Kansas St-Oklahoma
2019_1243_1330,0.7984349786095704 	 Kansas St-Old Dominion
2019_1243_1332,0.42479193496277196 	 Kansas St-Oregon
2019_1243_1341,0.9476541613163829 	 Kansas St-Prairie View
2019_1243_1345,0.2850664127615116 	 Kansas St-Purdue
2019_1243_1371,0.6230849348429263 	 Kansas St-Seton Hall
2019_1243_1385,0.6989526640206881 	 Kansas St-St John's
2019_1243_1387,0.7508270043138714 	 Kansas St-St Louis
2019_1243_1388,0.27952265959507905 	 Kansas St-St Mary's CA
2019_1243_1393,0.4308907760248092 	 Kansas St-Syracuse
2019_1243_1396,0.6741595702471265 	 Kansas St-Temple
2019_1243_1397,0.23794203482492388 	 Kansas St-Tennessee
2019_1243_1403,0.23821281811928627 	 Kansas St-Texas Tech
2019_1243_1414,0.7717852197161965 	 Kansas St-UC Irvine
2019_1243_1416,0.42991039523282387 	 Kansas St-UCF
2019_1243_1429,0.3241774797046944 	 Kansas St-Utah St
2019_1243_1433,0.3535900248046481 	 Kansas St-VA Commonwealth
2019_1243_1436,0.6490021862003575 	 Kansas St-Vermont
2019_1243_1437,0.4251478946640711 	 Kansas St-Villanova
2019_1243_1438,0.10407129675847215 	 Kansas St-Virginia
2019_1243_1439,0.2515882455702823 	 Kansas St-Virginia Tech
2019_1243_1449,0.5132045118175722 	 Kansas St-Washington
2019_1243_1458,0.3276912289120025 	 Kansas St-Wisconsin
2019_1243_1459,0.39673080513857567 	 Kansas St-Wofford
2019_1243_1463,0.6973489860519912 	 Kansas St-Yale
2019_1246_1251,0.9371511113770218 	 Kentucky-Liberty
2019_1246_1257,0.6380560319143297 	 Kentucky-Louisville
2019_1246_1261,0.6909040132348846 	 Kentucky-LSU
2019_1246_1266,0.7088710650526246 	 Kentucky-Marquette
2019_1246_1268,0.7509186483776691 	 Kentucky-Maryland
2019_1246_1276,0.49938790642976055 	 Kentucky-Michigan
2019_1246_1277,0.4160721142122805 	 Kentucky-Michigan St
2019_1246_1278,0.9010380356210728 	 Kentucky-Minnesota
2019_1246_1279,0.8667035177801822 	 Kentucky-Mississippi
2019_1246_1280,0.6663982483029379 	 Kentucky-Mississippi St
2019_1246_1285,0.9294629150569439 	 Kentucky-Montana
2019_1246_1293,0.8403911723447924 	 Kentucky-Murray St
2019_1246_1295,0.9713846851921742 	 Kentucky-N Dakota St
2019_1246_1297,0.9374449571754777 	 Kentucky-N Kentucky
2019_1246_1300,0.9929013069075255 	 Kentucky-NC Central
2019_1246_1305,0.6435037583076108 	 Kentucky-Nevada
2019_1246_1308,0.8543305898257483 	 Kentucky-New Mexico St
2019_1246_1314,0.2578218774213735 	 Kentucky-North Carolina
2019_1246_1318,0.8839912042656827 	 Kentucky-Northeastern
2019_1246_1326,0.8511782434955649 	 Kentucky-Ohio St
2019_1246_1328,0.856546051773336 	 Kentucky-Oklahoma
2019_1246_1330,0.9443892331269891 	 Kentucky-Old Dominion
2019_1246_1332,0.7599650141242017 	 Kentucky-Oregon
2019_1246_1341,0.9872794864617217 	 Kentucky-Prairie View
2019_1246_1345,0.6309169570622459 	 Kentucky-Purdue
2019_1246_1371,0.8763470162091117 	 Kentucky-Seton Hall
2019_1246_1385,0.9087059185675032 	 Kentucky-St John's
2019_1246_1387,0.928152344940155 	 Kentucky-St Louis
2019_1246_1388,0.6245226505322086 	 Kentucky-St Mary's CA
2019_1246_1393,0.7644804123715706 	 Kentucky-Syracuse
2019_1246_1396,0.8986832698152405 	 Kentucky-Temple
2019_1246_1397,0.5723937968468956 	 Kentucky-Tennessee
2019_1246_1403,0.5727591263520311 	 Kentucky-Texas Tech
2019_1246_1414,0.9354772618553694 	 Kentucky-UC Irvine
2019_1246_1416,0.7637596286773038 	 Kentucky-UCF
2019_1246_1429,0.6728229371844588 	 Kentucky-Utah St
2019_1246_1433,0.701054476464784 	 Kentucky-VA Commonwealth
2019_1246_1436,0.8879804328175381 	 Kentucky-Vermont
2019_1246_1437,0.7602306310490856 	 Kentucky-Villanova
2019_1246_1438,0.3324411779661913 	 Kentucky-Virginia
2019_1246_1439,0.590361635736407 	 Kentucky-Virginia Tech
2019_1246_1449,0.8188314405498778 	 Kentucky-Washington
2019_1246_1458,0.6763338273463625 	 Kentucky-Wisconsin
2019_1246_1459,0.7381769186154037 	 Kentucky-Wofford
2019_1246_1463,0.9080726390899335 	 Kentucky-Yale
2019_1251_1257,0.10301068205782152 	 Liberty-Louisville
2019_1251_1261,0.12710531581411058 	 Liberty-LSU
2019_1251_1266,0.13690464231679841 	 Liberty-Marquette
2019_1251_1268,0.16415526088452975 	 Liberty-Maryland
2019_1251_1276,0.06101978086925485 	 Liberty-Michigan
2019_1251_1277,0.04435899387107611 	 Liberty-Michigan St
2019_1251_1278,0.3723061481246814 	 Liberty-Minnesota
2019_1251_1279,0.2975427085627874 	 Liberty-Mississippi
2019_1251_1280,0.11514736150102367 	 Liberty-Mississippi St
2019_1251_1285,0.4619040660489252 	 Liberty-Montana
2019_1251_1293,0.25540185200097804 	 Liberty-Murray St
2019_1251_1295,0.6886107784032411 	 Liberty-N Dakota St
2019_1251_1297,0.4939910993021815 	 Liberty-N Kentucky
2019_1251_1300,0.9011058482324351 	 Liberty-NC Central
2019_1251_1305,0.10521818314365528 	 Liberty-Nevada
2019_1251_1308,0.2764440424764554 	 Liberty-New Mexico St
2019_1251_1314,0.02212944407958066 	 Liberty-North Carolina
2019_1251_1318,0.3317308974152087 	 Liberty-Northeastern
2019_1251_1326,0.27145051049991764 	 Liberty-Ohio St
2019_1251_1328,0.28004186973696976 	 Liberty-Oklahoma
2019_1251_1330,0.5252319545083245 	 Liberty-Old Dominion
2019_1251_1332,0.17098530862146916 	 Liberty-Oregon
2019_1251_1341,0.8348763837857516 	 Liberty-Prairie View
2019_1251_1345,0.10020080779761677 	 Liberty-Purdue
2019_1251_1371,0.3158596916923198 	 Liberty-Seton Hall
2019_1251_1385,0.3933595040706024 	 Liberty-St John's
2019_1251_1387,0.456981609173747 	 Liberty-St Louis
2019_1251_1388,0.09776057910488245 	 Liberty-St Mary's CA
2019_1251_1393,0.17454594096402012 	 Liberty-Syracuse
2019_1251_1396,0.366219721931973 	 Liberty-Temple
2019_1251_1397,0.08020806434179778 	 Liberty-Tennessee
2019_1251_1403,0.08031826206813947 	 Liberty-Texas Tech
2019_1251_1414,0.4857266788208799 	 Liberty-UC Irvine
2019_1251_1416,0.17397051457042825 	 Liberty-UCF
2019_1251_1429,0.11813955214777387 	 Liberty-Utah St
2019_1251_1433,0.1325240425877939 	 Liberty-VA Commonwealth
2019_1251_1436,0.34054379988641814 	 Liberty-Vermont
2019_1251_1437,0.17119188527409854 	 Liberty-Villanova
2019_1251_1438,0.03142224984924214 	 Liberty-Virginia
2019_1251_1439,0.08582690574180332 	 Liberty-Virginia Tech
2019_1251_1449,0.22746207791169254 	 Liberty-Washington
2019_1251_1458,0.11981599184357261 	 Liberty-Wisconsin
2019_1251_1459,0.1551674690657548 	 Liberty-Wofford
2019_1251_1463,0.39154505267284107 	 Liberty-Yale
2019_1257_1261,0.5533060766068885 	 Louisville-LSU
2019_1257_1266,0.5743437721266104 	 Louisville-Marquette
2019_1257_1268,0.6255578360511342 	 Louisville-Maryland
2019_1257_1276,0.35600190023241746 	 Louisville-Michigan
2019_1257_1277,0.2830809109322036 	 Louisville-Michigan St
2019_1257_1278,0.8345882351803624 	 Louisville-Minnesota
2019_1257_1279,0.7827576846818665 	 Louisville-Mississippi
2019_1257_1280,0.5253852073224698 	 Louisville-Mississippi St
