ID,Pred
2019_1328_1449,0.4249
2019_1328_1458,0.2546
2019_1328_1459,0.3155
2019_1328_1463,0.6176
2019_1330_1332,0.1531
2019_1330_1341,0.8159
2019_1330_1345,0.0889
2019_1330_1371,0.2881
2019_1330_1385,0.3624
2019_1330_1387,0.4245
2019_1330_1388,0.0867
2019_1330_1393,0.1564
2019_1330_1396,0.3362
2019_1330_1397,0.0710
2019_1330_1403,0.0711
2019_1330_1414,0.4529
2019_1330_1416,0.1558
2019_1330_1429,0.1051
2019_1330_1433,0.1181
2019_1330_1436,0.3116
2019_1330_1437,0.1533
2019_1330_1438,0.0276
2019_1330_1439,0.0760
2019_1330_1449,0.2051
2019_1330_1458,0.1066
2019_1330_1459,0.1387
2019_1330_1463,0.3606
2019_1332_1341,0.9596
2019_1332_1345,0.3437
2019_1332_1371,0.6847
2019_1332_1385,0.7530
2019_1332_1387,0.7983
2019_1332_1388,0.3375
2019_1332_1393,0.4986
2019_1332_1396,0.7310
2019_1332_1397,0.2908
2019_1332_1403,0.2911
2019_1332_1414,0.8162
2019_1332_1416,0.4976
2019_1332_1429,0.3865
2019_1332_1433,0.4181
2019_1332_1436,0.7083
2019_1332_1437,0.4927
2019_1332_1438,0.1324
2019_1332_1439,0.3063
2019_1332_1449,0.5806
2019_1332_1458,0.3903
2019_1332_1459,0.4634
2019_1332_1463,0.7516
2019_1341_1345,0.0211
2019_1341_1371,0.0821
2019_1341_1385,0.1116
2019_1341_1387,0.1402
2019_1341_1388,0.0206
2019_1341_1393,0.0394
2019_1341_1396,0.1007
2019_1341_1397,0.0166
2019_1341_1403,0.0166
2019_1341_1414,0.1547
2019_1341_1416,0.0392
2019_1341_1429,0.0253
2019_1341_1433,0.0288
2019_1341_1436,0.0910
2019_1341_1437,0.0385
2019_1341_1438,0.0062
2019_1341_1439,0.0179
2019_1341_1449,0.0540
2019_1341_1458,0.0257
2019_1341_1459,0.0344
2019_1341_1463,0.1109
2019_1345_1371,0.8022
2019_1345_1385,0.8507
2019_1345_1387,0.8809
2019_1345_1388,0.4877
2019_1345_1393,0.6501
2019_1345_1396,0.8354
2019_1345_1397,0.4338
2019_1345_1403,0.4341
2019_1345_1414,0.8924
2019_1345_1416,0.6491
2019_1345_1429,0.5406
2019_1345_1433,0.5730
2019_1345_1436,0.8194
2019_1345_1437,0.6447
2019_1345_1438,0.2218
2019_1345_1439,0.4520
2019_1345_1449,0.7212
2019_1345_1458,0.5446
2019_1345_1459,0.6174
2019_1345_1463,0.8497
2019_1371_1385,0.5786
2019_1371_1387,0.6405
2019_1371_1388,0.1866
2019_1371_1393,0.3093
2019_1371_1396,0.5503
2019_1371_1397,0.1559
2019_1371_1403,0.1561
2019_1371_1414,0.6667
2019_1371_1416,0.3084
2019_1371_1429,0.2210
2019_1371_1433,0.2444
2019_1371_1436,0.5223
2019_1371_1437,0.3043
2019_1371_1438,0.0643
2019_1371_1439,0.1658
2019_1371_1449,0.3840
2019_1371_1458,0.2237
2019_1371_1459,0.2800
2019_1371_1463,0.5767
2019_1385_1387,0.5601
2019_1385_1388,0.1409
2019_1385_1393,0.2424
2019_1385_1396,0.4665
2019_1385_1397,0.1166
2019_1385_1403,0.1167
2019_1385_1414,0.5883
2019_1385_1416,0.2417
2019_1385_1429,0.1685
2019_1385_1433,0.1877
2019_1385_1436,0.4386
2019_1385_1437,0.2381
2019_1385_1438,0.0468
2019_1385_1439,0.1244
2019_1385_1449,0.3082
2019_1385_1458,0.1708
2019_1385_1459,0.2175
2019_1385_1463,0.4933
2019_1387_1388,0.1112
2019_1387_1393,0.1962
2019_1387_1396,0.4002
2019_1387_1397,0.0915
2019_1387_1403,0.0916
2019_1387_1414,0.5217
2019_1387_1416,0.1956
2019_1387_1429,0.1340
2019_1387_1433,0.1500
2019_1387_1436,0.3735
2019_1387_1437,0.1926
2019_1387_1438,0.0361
2019_1387_1439,0.0978
2019_1387_1449,0.2537
2019_1387_1458,0.1358
2019_1387_1459,0.1750
2019_1387_1463,0.4263
2019_1388_1393,0.6549
2019_1388_1396,0.8384
2019_1388_1397,0.4391
2019_1388_1403,0.4394
2019_1388_1414,0.8945
2019_1388_1416,0.6540
2019_1388_1429,0.5460
2019_1388_1433,0.5783
2019_1388_1436,0.8225
2019_1388_1437,0.6496
2019_1388_1438,0.2255
2019_1388_1439,0.4573
2019_1388_1449,0.7255
2019_1388_1458,0.5499
2019_1388_1459,0.6224
2019_1388_1463,0.8524
2019_1393_1396,0.7268
2019_1393_1397,0.2864
2019_1393_1403,0.2867
2019_1393_1414,0.8130
2019_1393_1416,0.4922
2019_1393_1429,0.3814
2019_1393_1433,0.4129
2019_1393_1436,0.7039
2019_1393_1437,0.4874
2019_1393_1438,0.1299
2019_1393_1439,0.3018
2019_1393_1449,0.5754
2019_1393_1458,0.3852
2019_1393_1459,0.4581
2019_1393_1463,0.7476
2019_1396_1397,0.1287
2019_1396_1403,0.1289
2019_1396_1414,0.6154
2019_1396_1416,0.2630
2019_1396_1429,0.1850
2019_1396_1433,0.2056
2019_1396_1436,0.4667
2019_1396_1437,0.2593
2019_1396_1438,0.0521
2019_1396_1439,0.1372
2019_1396_1449,0.3328
2019_1396_1458,0.1874
2019_1396_1459,0.2373
2019_1396_1463,0.5216
2019_1397_1403,0.4954
2019_1397_1414,0.9139
2019_1397_1416,0.7031
2019_1397_1429,0.6010
2019_1397_1433,0.6320
2019_1397_1436,0.8531
2019_1397_1437,0.6990
2019_1397_1438,0.2673
2019_1397_1439,0.5135
2019_1397_1449,0.7680
2019_1397_1458,0.6048
2019_1397_1459,0.6737
2019_1397_1463,0.8786
2019_1403_1414,0.9132
2019_1403_1416,0.7011
2019_1403_1429,0.5987
2019_1403_1433,0.6298
2019_1403_1436,0.8519
2019_1403_1437,0.6970
2019_1403_1438,0.2654
2019_1403_1439,0.5111
2019_1403_1449,0.7663
2019_1403_1458,0.6026
2019_1403_1459,0.6716
2019_1403_1463,0.8776
2019_1414_1416,0.1784
2019_1414_1429,0.1213
2019_1414_1433,0.1360
2019_1414_1436,0.3474
2019_1414_1437,0.1755
2019_1414_1438,0.0324
2019_1414_1439,0.0882
2019_1414_1449,0.2328
2019_1414_1458,0.1230
2019_1414_1459,0.1592
2019_1414_1463,0.3988
2019_1416_1429,0.3824
2019_1416_1433,0.4139
2019_1416_1436,0.7048
2019_1416_1437,0.4884
2019_1416_1438,0.1304
2019_1416_1439,0.3026
2019_1416_1449,0.5765
2019_1416_1458,0.3862
2019_1416_1459,0.4592
2019_1416_1463,0.7484
2019_1429_1433,0.5272
2019_1429_1436,0.7903
2019_1429_1437,0.6012
2019_1429_1438,0.1914
2019_1429_1439,0.4066
2019_1429_1449,0.6824
2019_1429_1458,0.4984
2019_1429_1459,0.5727
2019_1429_1463,0.8245
2019_1433_1436,0.7668
2019_1433_1437,0.5680
2019_1433_1438,0.1712
2019_1433_1439,0.3741
2019_1433_1449,0.6521
2019_1433_1458,0.4643
2019_1433_1459,0.5390
2019_1433_1463,0.8038
2019_1436_1437,0.2806
2019_1436_1438,0.0577
2019_1436_1439,0.1506
2019_1436_1449,0.3573
2019_1436_1458,0.2045
2019_1436_1459,0.2575
2019_1436_1463,0.5485
2019_1437_1438,0.1327
2019_1437_1439,0.3070
2019_1437_1449,0.5814
2019_1437_1458,0.3911
2019_1437_1459,0.4642
2019_1437_1463,0.7522
2019_1438_1439,0.7371
2019_1438_1449,0.8979
2019_1438_1458,0.8026
2019_1438_1459,0.8458
2019_1438_1463,0.9505
2019_1439_1449,0.7534
2019_1439_1458,0.5855
2019_1439_1459,0.6558
2019_1439_1463,0.8697
2019_1449_1458,0.3100
2019_1449_1459,0.3774
2019_1449_1463,0.6799
2019_1458_1459,0.5671
2019_1458_1463,0.8211
2019_1459_1463,0.7738
